symbol,entry_date,exit_date,entry_px,exit_px,shares,bars_held,ret_net,pnl_usd,exit_reason
NOVL-201104,1998-04-07,1998-04-08,9.577884,9.609829,1810.855179,1,0.0019316206821826665,33.525791787014896,target
NWACQ-200705,1998-04-07,1998-04-15,54.030439,57.0,321.007218,5,0.053484970548514754,928.3012979121595,target_gap
PTC,1998-04-07,1998-04-08,73.411287,76.426581,236.260141,1,0.03961749444391738,687.6131955416677,target
AFM-200008,1998-04-16,1998-04-20,45.691683,44.280318,386.860466,2,-0.03224467645147555,-570.3657346110485,target
SSCC-201105,1998-04-16,1998-04-21,2140.356774,2249.728256,8.258579,3,0.049629139927388044,877.8739304578703,target
CBRL,1998-04-17,1998-04-20,17.371174,17.872014,1013.401929,1,0.02739228004276817,482.5507401726136,target
APCC-200702,1998-04-23,1998-04-24,14.981927,15.104942,1185.115381,1,0.00680042676169168,120.82821665290248,target
PSFT-200501,1998-04-23,1998-04-28,49.028766,45.634399,362.140698,3,-0.07053430883633627,-1253.2352818721592,target_gap
AFM-200008,1998-04-24,1998-04-28,42.943647,41.541148,411.073125,2,-0.03401238954379049,-600.8402964485322,target
CATP-200107,1998-04-27,1998-04-28,51.456302,52.684699,343.305954,1,0.022440198921529264,396.6893238451048,target
NWACQ-200705,1998-04-27,1998-04-28,52.9805,53.098944,333.429372,1,0.0008334664346325571,14.733703455935029,target
SPLS-201709,1998-04-27,1998-04-28,7.239272,7.512694,2440.197681,1,0.03631734285273347,642.0042099662423,target
HBOC-199901,1998-05-01,1998-05-04,28.724057,29.599832,615.767111,1,0.029047591168767983,514.1339603174129,target
IT,1998-05-06,1998-05-08,30.69761,29.911522,577.8542,2,-0.02697065554753697,-478.76042432406757,target
SNPS,1998-05-06,1998-05-11,20.03153,21.078226,885.541107,3,0.050780318607402064,901.4095649599913,target
DELL-201310,1998-05-15,1998-05-18,22.017695,22.081821,807.578087,1,0.001509384213778997,26.857159464168944,target
RXSD-200007,1998-05-20,1998-05-28,31.652216,31.927313,561.846713,5,0.007280062109954022,129.5570204188807,target
ADSK,1998-05-21,1998-05-22,10.597839,10.994725,1682.426113,1,0.035998310862489946,642.302102587375,target_gap
DELL-201310,1998-05-21,1998-05-26,20.982926,21.06763,849.74238,2,0.002632160464672184,46.96448695229992,target
LLTC-201703,1998-05-22,1998-05-26,12.364241,12.780363,1441.133153,1,0.032209139826554045,574.3208903161867,target
PSFT-200501,1998-05-22,1998-05-26,41.964779,42.73991,424.606509,1,0.017046131915032126,303.949428969765,target_gap
XLNX-202202,1998-05-22,1998-05-26,7.154823,7.614367,2490.42071,1,0.06273979990003897,1118.712822847363,target
AAPL,1998-05-26,1998-05-28,0.200877,0.204805,89206.362751,2,0.018129039037575456,325.09047794626895,target
NOVL-201104,1998-05-27,1998-05-28,9.882604,10.427871,1826.295243,1,0.05369818109925162,969.852857469461,target
SPOT-200408,1998-05-27,1998-05-28,49.001674,52.300645,368.325219,1,0.06583041885991969,1188.9754649547067,target
FORE-199906,1998-06-01,1998-06-03,21.080356,20.703234,868.75506,2,-0.019263719144013147,-353.03627381225306,target
MFE-201102,1998-06-01,1998-06-02,39.181951,40.033949,467.400568,1,0.02031520828411315,372.30637452332667,target
APOL-201702,1998-06-02,1998-06-08,13.123164,13.636168,1387.686504,4,0.03763784306918705,685.8964176179979,target
ROST,1998-06-04,1998-06-08,2.012173,2.01471,9112.517573,2,-0.00013971756757225062,-2.5636487788287923,target
ERIC,1998-06-11,1998-06-17,18.429292,18.036983,997.538382,4,-0.022656482806458378,-416.80667390340386,target_gap
MCIC-199809,1998-06-11,1998-06-12,48.72596,49.546795,377.292234,1,0.01542335925993732,283.74038143816506,target
BMC-201309,1998-06-12,1998-06-15,43.990818,48.415192,417.057072,1,0.09903523102079048,1818.239726130454,target
PSFT-200501,1998-06-12,1998-06-15,41.212326,44.539682,445.174622,1,0.07922493492508931,1454.5321144417467,target
SNPS,1998-06-12,1998-06-17,20.80029,21.871112,882.039692,3,0.05001004925854935,918.1607124089642,target
TCOMA-199903,1998-06-12,1998-06-16,31.670774,32.566433,579.293754,2,0.026841717304797452,492.8011599316633,target
SBUX,1998-06-19,1998-06-22,2.286037,2.336568,8240.895302,1,0.02067405677012113,389.75104944689156,target
PTC,1998-06-26,1998-07-09,76.875,41.25,245.567067,8,-0.46416532817271805,-8768.63209443721,price_action
ADCT-201012,1998-07-02,1998-07-06,58.487613,60.030158,316.513742,1,0.024937960633898193,461.9780077552532,target
SNPS,1998-07-06,1998-07-07,20.554658,20.844458,873.970299,1,0.012680241960664418,227.94935367184007,target
JWN-202505,1998-07-10,1998-07-16,9.276521,9.529415,1947.939085,4,0.025824583161266235,466.9794006663942,target
HBOC-199901,1998-07-14,1998-07-15,34.522416,34.948517,524.442668,1,0.010926432742516257,197.96184805576922,target_gap
LLTC-201703,1998-07-20,1998-07-21,11.858395,12.062245,1529.430631,1,0.01576732225840871,286.1656656220184,target
RXSD-200007,1998-07-21,1998-07-22,34.044831,33.973131,531.825679,1,-0.0035021208905384738,-63.45349040048313,target
BMC-201309,1998-07-22,1998-07-23,51.556301,52.938172,351.363884,1,0.025366623182495385,459.83860216265384,target
DELL-201310,1998-07-22,1998-07-23,25.483499,26.825783,710.853009,1,0.05119994464294675,928.1373719330768,target
NXTL-200508,1998-07-22,1998-07-28,13.887596,13.5512,1304.403018,4,-0.025587871714038535,-463.84932975313495,target
